gene-LOC111982896	XP_023901772.1
gene-LOC112017748	XP_023905975.1
gene-LOC112017798	
gene-LOC112017724	XP_023905946.1
gene-LOC112017724	XP_023905958.1
gene-LOC112017724	XP_023905950.1
gene-LOC112017778	XP_023905998.1
gene-LOC112017788	XP_023906005.1
gene-LOC112017810	XP_023906037.1
gene-LOC112017822	XP_023906045.1
gene-LOC112017828	XP_023906054.1
gene-LOC112017802	
gene-LOC112017962	XP_023906208.1
gene-LOC112017808	
gene-LOC112017903	XP_023906128.1
gene-LOC112017838	XP_023906064.1
gene-LOC112017957	XP_023906196.1
gene-LOC112017914	XP_023906137.1
gene-LOC112017914	XP_023906153.1
gene-LOC112017914	XP_023906149.1
gene-LOC112017914	XP_023906145.1
gene-LOC112017847	
gene-LOC112017894	XP_023906120.1
gene-LOC112017952	XP_023906181.1
gene-LOC112017936	XP_023906164.1
gene-LOC112017936	XP_023906171.1
gene-LOC112017859	XP_023906086.1
gene-LOC112017875	XP_023906107.1
gene-LOC112017886	XP_023906116.1
gene-LOC112018274	XP_023906561.1
gene-LOC112018178	
gene-LOC112018285	XP_023906567.1
gene-LOC112017975	
gene-LOC112018078	XP_023906355.1
gene-LOC112018206	XP_023906499.1
gene-LOC112018206	XP_023906507.1
gene-LOC112018206	XP_023906491.1
gene-LOC112018133	XP_023906422.1
gene-LOC112018144	
gene-LOC112018155	XP_023906443.1
gene-LOC112018167	XP_023906453.1
gene-LOC112018252	XP_023906536.1
gene-LOC112018341	XP_023906633.1
gene-LOC112018242	XP_023906528.1
gene-TRNAA-CGC	
gene-LOC112017968	XP_023906230.1
gene-LOC112018305	XP_023906588.1
gene-LOC112018258	XP_023906547.1
gene-LOC112018258	XP_023906551.1
gene-LOC112017982	XP_023906252.1
gene-LOC112018189	XP_023906481.1
gene-LOC112018189	XP_023906474.1
gene-LOC112017997	XP_023906274.1
gene-LOC112018007	XP_023906284.1
gene-LOC112018346	XP_023906652.1
gene-LOC112018346	XP_023906645.1
gene-LOC112018063	XP_023906349.1
gene-LOC112018063	XP_023906342.1
gene-LOC112018296	XP_023906576.1
gene-LOC112018231	XP_023906518.1
gene-LOC112018097	XP_023906376.1
gene-LOC112018097	XP_023906400.1
gene-LOC112018097	XP_023906383.1
gene-LOC112018097	XP_023906392.1
gene-LOC112018122	XP_023906411.1
gene-LOC112018088	XP_023906362.1
gene-LOC112018313	XP_023906610.1
gene-LOC112018313	XP_023906617.1
gene-LOC112018313	XP_023906595.1
gene-LOC112018313	XP_023906601.1
gene-LOC112018017	XP_023906296.1
gene-LOC112017967	XP_023906228.1
gene-LOC112018034	XP_023906314.1
gene-LOC112018042	
gene-LOC112018053	XP_023906333.1
gene-LOC112018476	XP_023906778.1
gene-LOC112018476	XP_023906785.1
gene-LOC112018468	XP_023906764.1
gene-LOC112018571	XP_023906868.1
gene-LOC112018422	XP_023906715.1
gene-LOC112018450	XP_023906744.1
gene-LOC112018508	XP_023906809.1
gene-TRNAW-CCA	
gene-LOC112018529	XP_023906826.1
gene-LOC112018555	XP_023906856.1
gene-LOC112018566	
gene-LOC112018546	XP_023906847.1
gene-LOC112018394	XP_023906693.1
gene-LOC112018404	
gene-LOC112018440	XP_023906734.1
gene-LOC112018497	XP_023906799.1
gene-LOC112018488	XP_023906793.1
gene-LOC112018536	XP_023906837.1
gene-LOC112018368	XP_023906666.1
gene-LOC112018413	XP_023906711.1
gene-LOC112018456	XP_023906757.1
gene-LOC112018430	XP_023906725.1
gene-LOC112018519	
gene-LOC112018588	
gene-LOC112018825	XP_023907126.1
gene-LOC112018649	XP_023906943.1
gene-LOC112018627	XP_023906923.1
gene-LOC112018670	XP_023906965.1
gene-LOC112018681	XP_023906976.1
gene-LOC112018918	XP_023907219.1
gene-LOC112018638	XP_023906933.1
gene-LOC112018887	XP_023907188.1
gene-LOC112018596	XP_023906904.1
gene-LOC112018596	XP_023906912.1
gene-LOC112018596	XP_023906896.1
gene-LOC112018596	XP_023906889.1
gene-LOC112018723	XP_023907033.1
gene-LOC112018723	XP_023907026.1
gene-LOC112018723	XP_023907018.1
gene-LOC112018723	XP_023907050.1
gene-LOC112018723	XP_023907057.1
gene-LOC112018723	XP_023907042.1
gene-LOC112018723	XP_023907065.1
gene-LOC112018774	
gene-LOC112018865	XP_023907166.1
gene-LOC112018814	XP_023907116.1
gene-LOC112018785	XP_023907094.1
gene-LOC112018785	XP_023907086.1
gene-LOC112018836	XP_023907137.1
gene-LOC112018836	XP_023907144.1
gene-LOC112018691	XP_023906986.1
gene-LOC112018854	XP_023907155.1
gene-LOC112018876	XP_023907177.1
gene-LOC112018701	XP_023906997.1
gene-LOC112018898	XP_023907197.1
gene-LOC112018898	XP_023907211.1
gene-LOC112018898	XP_023907204.1
gene-LOC112018803	XP_023907105.1
gene-LOC112018712	XP_023907007.1
gene-LOC112019177	XP_023907476.1
gene-LOC112018982	XP_023907289.1
gene-LOC112018982	XP_023907295.1
gene-LOC112018999	XP_023907306.1
gene-LOC112018999	XP_023907314.1
gene-LOC112019226	XP_023907526.1
gene-LOC112018927	XP_023907229.1
gene-LOC112018927	XP_023907236.1
gene-LOC112018939	XP_023907245.1
gene-LOC112018964	XP_023907273.1
gene-LOC112019144	XP_023907443.1
gene-LOC112019133	XP_023907432.1
gene-LOC112019166	XP_023907465.1
gene-LOC112019068	XP_023907365.1
gene-LOC112019079	
gene-LOC112019053	
gene-LOC112019037	XP_023907347.1
gene-LOC112019097	
gene-LOC112019106	
gene-LOC112019115	XP_023907410.1
gene-LOC112019199	
gene-LOC112019188	
gene-LOC112019027	XP_023907334.1
gene-LOC112019017	XP_023907326.1
gene-LOC112019155	XP_023907454.1
gene-TRNAR-CCU	
gene-LOC112019210	XP_023907507.1
gene-LOC112019210	XP_023907514.1
gene-LOC112018948	XP_023907261.1
gene-LOC112018948	XP_023907255.1
gene-LOC112019260	XP_023907563.1
gene-LOC112019342	
gene-LOC112019266	XP_023907575.1
gene-LOC112019275	XP_023907584.1
gene-LOC112019295	XP_023907599.1
gene-LOC112019251	XP_023907551.1
gene-LOC112019242	XP_023907540.1
gene-LOC112019326	XP_023907625.1
gene-LOC112019332	XP_023907631.1
gene-LOC112019310	XP_023907618.1
gene-LOC112019317	XP_023907623.1
gene-LOC112019359	XP_023907653.1
gene-LOC112019370	XP_023907663.1
gene-LOC112019351	
gene-LOC112019379	XP_023907672.1
gene-LOC112019392	XP_023907682.1
gene-LOC112019409	
gene-LOC112019434	XP_023907723.1
gene-LOC112019445	XP_023907731.1
gene-LOC112019445	XP_023907739.1
gene-LOC112019508	XP_023907798.1
gene-LOC112019508	XP_023907802.1
gene-LOC112019592	
gene-LOC112019541	XP_023907831.1
gene-LOC112019571	XP_023907862.1
gene-LOC112019571	XP_023907869.1
gene-LOC112019462	XP_023907749.1
gene-LOC112019462	XP_023907757.1
gene-LOC112019560	XP_023907851.1
gene-LOC112019549	XP_023907840.1
gene-LOC112019522	XP_023907816.1
gene-LOC112019522	XP_023907824.1
gene-LOC112019522	XP_023907809.1
gene-LOC112019401	
gene-LOC112019488	XP_023907779.1
gene-LOC112019499	XP_023907789.1
gene-LOC112019416	XP_023907707.1
gene-LOC112019739	XP_023908028.1
gene-LOC112019647	
gene-LOC112019658	XP_023907945.1
gene-LOC112019669	
gene-LOC112019613	
gene-LOC112019750	XP_023908039.1
gene-LOC112019680	XP_023907966.1
gene-LOC112019636	XP_023907923.1
gene-LOC112019625	XP_023907912.1
gene-LOC112019691	XP_023907975.1
gene-LOC112019722	XP_023908005.1
gene-LOC112019722	XP_023908015.1
gene-LOC112019712	
gene-LOC112019767	
gene-LOC112019971	XP_023908299.1
gene-LOC112019982	
gene-LOC112019993	
gene-LOC112020002	XP_023908325.1
gene-LOC112020012	
gene-LOC112020021	XP_023908343.1
gene-LOC112020031	XP_023908352.1
gene-LOC112019775	XP_023908068.1
gene-LOC112019761	XP_023908048.1
gene-LOC112020040	
gene-LOC112020048	
gene-LOC112019939	XP_023908272.1
gene-LOC112019801	XP_023908120.1
gene-LOC112019801	XP_023908127.1
gene-LOC112019801	XP_023908112.1
gene-LOC112019792	XP_023908092.1
gene-LOC112019792	XP_023908100.1
gene-LOC112020103	XP_023908437.1
gene-LOC112020134	
gene-LOC112020144	XP_023908474.1
gene-LOC112019822	XP_023908142.1
gene-LOC112019822	XP_023908137.1
gene-LOC112019846	XP_023908160.1
gene-LOC112019837	XP_023908153.1
gene-LOC112019855	XP_023908172.1
gene-LOC112019923	XP_023908248.1
gene-LOC112019923	XP_023908238.1
gene-LOC112020114	XP_023908446.1
gene-LOC112020053	XP_023908380.1
gene-LOC112019785	
gene-LOC112020057	
gene-LOC112019863	XP_023908177.1
gene-LOC112019863	XP_023908182.1
gene-LOC112019930	XP_023908263.1
gene-LOC112019881	XP_023908197.1
gene-LOC112019881	XP_023908205.1
gene-LOC112020155	
gene-TRNAA-UGC	
gene-LOC112019950	XP_023908282.1
gene-LOC112019895	XP_023908212.1
gene-LOC112019906	
gene-LOC112020067	XP_023908401.1
gene-LOC112020078	XP_023908409.1
gene-LOC112020086	XP_023908415.1
gene-LOC112020123	
gene-LOC112019914	
gene-LOC112020129	
gene-LOC112020092	XP_023908427.1
gene-LOC112020197	XP_023908527.1
gene-LOC112020345	XP_023908674.1
gene-LOC112020220	XP_023908555.1
gene-LOC112020317	XP_023908647.1
gene-LOC112020262	
gene-LOC112020339	
gene-LOC112020273	XP_023908603.1
gene-LOC112020354	XP_023908686.1
gene-LOC112020365	XP_023908697.1
gene-LOC112020284	XP_023908614.1
gene-LOC112020190	
gene-LOC112020326	XP_023908656.1
gene-LOC112020229	XP_023908572.1
gene-LOC112020229	XP_023908560.1
gene-LOC112020229	XP_023908566.1
gene-LOC112020295	XP_023908625.1
gene-LOC112020168	XP_023908498.1
gene-LOC112020168	XP_023908488.1
gene-LOC112020181	XP_023908508.1
gene-LOC112020306	XP_023908636.1
gene-LOC112020206	XP_023908538.1
gene-LOC112020206	XP_023908547.1
gene-LOC112020380	XP_023908713.1
gene-LOC112020399	
gene-LOC112020410	
gene-LOC112020373	
gene-LOC112020421	XP_023908752.1
gene-LOC112020390	XP_023908722.1
gene-LOC112020465	XP_023908795.1
gene-LOC112020476	XP_023908806.1
gene-LOC112020487	XP_023908817.1
gene-LOC112020498	XP_023908828.1
gene-LOC112020509	XP_023908839.1
gene-LOC112020454	
gene-LOC112020443	XP_023908774.1
gene-LOC112020432	XP_023908763.1
gene-LOC112020520	
gene-LOC112020527	XP_023908856.1
gene-LOC112020538	XP_023908867.1
gene-LOC112020550	
gene-LOC112020560	XP_023908886.1
gene-LOC112020570	XP_023908895.1
gene-LOC112020581	XP_023908906.1
gene-LOC112020593	XP_023908914.1
gene-LOC112020670	XP_023908996.1
gene-LOC112020622	XP_023908945.1
gene-LOC112020681	XP_023909009.1
gene-LOC112020692	
gene-LOC112020840	
gene-LOC112020713	XP_023909038.1
gene-LOC112020780	XP_023909116.1
gene-LOC112020780	XP_023909108.1
gene-LOC112020721	XP_023909048.1
gene-LOC112020797	XP_023909124.1
gene-LOC112020603	XP_023908926.1
gene-LOC112020613	
gene-LOC112020732	
gene-LOC112020831	XP_023909160.1
gene-LOC112020743	XP_023909069.1
gene-LOC112020633	XP_023908953.1
gene-LOC112020647	XP_023908971.1
gene-LOC112020647	XP_023908979.1
gene-LOC112020647	XP_023908985.1
gene-LOC112020751	XP_023909079.1
gene-LOC112020760	XP_023909089.1
gene-LOC112020769	
gene-LOC112020805	XP_023909147.1
gene-LOC112020805	XP_023909153.1
gene-LOC112020805	XP_023909139.1
gene-LOC112020805	XP_023909134.1
gene-LOC112020845	XP_023909191.1
gene-LOC112020845	XP_023909179.1
gene-LOC112020845	XP_023909186.1
gene-LOC112020865	
gene-LOC112020874	XP_023909209.1
gene-LOC112020901	XP_023909242.1
gene-LOC112020911	
gene-LOC112020892	XP_023909233.1
gene-LOC112020885	XP_023909220.1
gene-LOC112021002	XP_023909347.1
gene-LOC112021002	XP_023909340.1
gene-LOC112020931	XP_023909278.1
gene-LOC112020931	XP_023909272.1
gene-LOC112021051	XP_023909388.1
gene-LOC112020980	XP_023909328.1
gene-LOC112020980	XP_023909319.1
gene-LOC112020947	XP_023909290.1
gene-LOC112020991	XP_023909334.1
gene-LOC112020965	XP_023909307.1
gene-LOC112020957	XP_023909300.1
gene-LOC112021034	XP_023909372.1
gene-LOC112021011	XP_023909357.1
gene-LOC112020972	XP_023909311.1
gene-LOC112021024	XP_023909364.1
gene-LOC112020921	XP_023909263.1
gene-LOC112021043	XP_023909377.1
gene-LOC112021260	XP_023909599.1
gene-LOC112021165	XP_023909504.1
gene-LOC112021322	XP_023909668.1
gene-LOC112021322	XP_023909660.1
gene-LOC112021194	XP_023909537.1
gene-LOC112021185	XP_023909524.1
gene-LOC112021109	XP_023909450.1
gene-LOC112021340	XP_023909687.1
gene-LOC112021340	XP_023909679.1
gene-LOC112021369	XP_023909708.1
gene-LOC112021381	XP_023909719.1
gene-LOC112021175	XP_023909514.1
gene-LOC112021238	XP_023909577.1
gene-LOC112021084	XP_023909422.1
gene-LOC112021271	XP_023909609.1
gene-LOC112021249	XP_023909588.1
gene-LOC112021091	
gene-LOC112021118	
gene-LOC112021392	
gene-LOC112021311	XP_023909649.1
gene-LOC112021061	XP_023909403.1
gene-LOC112021061	XP_023909397.1
gene-LOC112021135	XP_023909475.1
gene-LOC112021358	XP_023909698.1
gene-LOC112021211	XP_023909548.1
gene-LOC112021211	XP_023909562.1
gene-LOC112021211	XP_023909555.1
gene-LOC112021073	XP_023909413.1
gene-LOC112021282	XP_023909620.1
gene-LOC112021293	XP_023909631.1
gene-LOC112021293	XP_023909637.1
gene-LOC112021146	XP_023909485.1
gene-LOC112021155	XP_023909495.1
gene-LOC112021407	
gene-LOC112021418	XP_023909753.1
gene-LOC112021449	
gene-LOC112021461	
gene-LOC112021535	
gene-LOC112021472	XP_023909804.1
gene-LOC112021483	
gene-LOC112021542	
gene-LOC112021527	
gene-LOC112021399	
gene-LOC112021494	XP_023909826.1
gene-LOC112021505	
gene-LOC112021516	XP_023909847.1
gene-LOC112021868	XP_023910203.1
gene-LOC112021868	XP_023910211.1
gene-LOC112021612	
gene-LOC112021623	
gene-LOC112021634	XP_023909961.1
gene-LOC112021646	XP_023909972.1
gene-LOC112021657	
gene-LOC112021668	XP_023909990.1
gene-LOC112021677	XP_023910000.1
gene-LOC112021777	XP_023910112.1
gene-LOC112021561	XP_023909889.1
gene-LOC112021917	XP_023910251.1
gene-LOC112021857	XP_023910192.1
gene-LOC112021788	XP_023910123.1
gene-LOC112021928	XP_023910270.1
gene-LOC112021928	XP_023910262.1
gene-LOC112021799	XP_023910134.1
gene-LOC112021601	XP_023909930.1
gene-LOC112021684	
gene-LOC112021572	XP_023909900.1
gene-LOC112021583	XP_023909919.1
gene-LOC112021583	XP_023909911.1
gene-LOC112021886	
gene-LOC112021691	XP_023910018.1
gene-LOC112021703	XP_023910042.1
gene-LOC112021713	XP_023910051.1
gene-LOC112021722	XP_023910058.1
gene-LOC112021550	
gene-LOC112021730	
gene-LOC112021894	XP_023910229.1
gene-LOC112021828	XP_023910165.1
gene-LOC112021846	
gene-LOC112021810	XP_023910145.1
gene-LOC112021810	XP_023910153.1
gene-LOC112021740	XP_023910077.1
gene-LOC112021749	
gene-LOC112021839	
gene-LOC112021757	XP_023910093.1
gene-LOC112021906	XP_023910240.1
gene-LOC112021766	XP_023910101.1
gene-LOC112022064	XP_023910402.1
gene-LOC112022135	XP_023910478.1
gene-LOC112022389	XP_023910749.1
gene-LOC112021967	XP_023910303.1
gene-LOC112022415	XP_023910778.1
gene-LOC112022053	XP_023910391.1
gene-LOC112022352	XP_023910689.1
gene-LOC112022219	XP_023910566.1
gene-LOC112022227	XP_023910574.1
gene-LOC112022246	XP_023910589.1
gene-LOC112021978	XP_023910314.1
gene-LOC112021989	XP_023910332.1
gene-LOC112021989	XP_023910341.1
gene-LOC112021989	XP_023910324.1
gene-LOC112022257	XP_023910597.1
gene-LOC112022014	XP_023910351.1
gene-LOC112021956	XP_023910292.1
gene-LOC112022432	XP_023910801.1
gene-LOC112022432	XP_023910794.1
gene-LOC112022378	XP_023910739.1
gene-LOC112022100	XP_023910441.1
gene-LOC112022100	XP_023910448.1
gene-LOC112022100	XP_023910456.1
gene-LOC112022124	XP_023910467.1
gene-LOC112022370	XP_023910728.1
gene-LOC112022267	
gene-LOC112022328	XP_023910670.1
gene-LOC112022328	XP_023910677.1
gene-LOC112022328	XP_023910664.1
gene-LOC112022025	XP_023910362.1
gene-LOC112022464	
gene-LOC112022180	XP_023910529.1
gene-LOC112022277	XP_023910615.1
gene-LOC112022286	XP_023910625.1
gene-LOC112022190	XP_023910545.1
gene-LOC112022190	XP_023910539.1
gene-LOC112022159	XP_023910507.1
gene-LOC112021945	XP_023910281.1
gene-LOC112022170	XP_023910518.1
gene-LOC112022407	XP_023910769.1
gene-LOC112022151	XP_023910499.1
gene-LOC112022146	XP_023910489.1
gene-LOC112022308	XP_023910642.1
gene-LOC112022317	XP_023910653.1
gene-LOC112022448	XP_023910813.1
gene-LOC112022448	XP_023910818.1
gene-LOC112022398	XP_023910760.1
gene-LOC112022460	XP_023910831.1
gene-LOC112022036	XP_023910373.1
gene-LOC112022036	XP_023910380.1
gene-LOC112022359	XP_023910703.1
gene-LOC112022363	
gene-LOC112022423	XP_023910788.1
gene-LOC112022075	XP_023910414.1
gene-LOC112022075	XP_023910422.1
gene-LOC112022075	XP_023910430.1
gene-LOC112024453	XP_023912860.1
gene-LOC112022574	XP_023910962.1
gene-LOC112022583	XP_023910973.1
gene-LOC112022591	XP_023910983.1
gene-LOC112022600	XP_023910995.1
gene-LOC112022610	XP_023911002.1
gene-LOC112022616	XP_023911007.1
gene-LOC112022625	XP_023911016.1
gene-LOC112022632	XP_023911022.1
gene-LOC112022642	XP_023911031.1
gene-LOC112022652	XP_023911040.1
gene-LOC112022664	XP_023911048.1
gene-LOC112022675	XP_023911058.1
gene-LOC112022520	XP_023910904.1
gene-LOC112022683	XP_023911071.1
gene-LOC112024016	XP_023912430.1
gene-LOC112022689	XP_023911083.1
gene-LOC112022567	XP_023910951.1
gene-LOC112024474	XP_023912874.1
gene-LOC112024465	XP_023912867.1
gene-LOC112022699	XP_023911089.1
gene-LOC112022709	XP_023911098.1
gene-LOC112022714	XP_023911111.1
gene-LOC112022721	XP_023911121.1
gene-LOC112022730	XP_023911128.1
gene-LOC112022738	XP_023911134.1
gene-LOC112022742	XP_023911135.1
gene-LOC112022748	XP_023911147.1
gene-LOC112022757	XP_023911157.1
gene-LOC112022769	XP_023911166.1
gene-LOC112022776	XP_023911178.1
gene-LOC112024057	XP_023912464.1
gene-LOC112022788	XP_023911184.1
gene-LOC112022799	XP_023911194.1
gene-LOC112022808	XP_023911204.1
gene-LOC112022819	XP_023911212.1
gene-LOC112022827	XP_023911224.1
gene-LOC112022835	XP_023911235.1
gene-LOC112022845	XP_023911242.1
gene-LOC112022856	XP_023911251.1
gene-LOC112022864	XP_023911261.1
gene-LOC112022874	XP_023911270.1
gene-LOC112022884	XP_023911278.1
gene-LOC112022894	XP_023911291.1
gene-LOC112024065	XP_023912476.1
gene-LOC112022903	XP_023911299.1
gene-LOC112022913	XP_023911307.1
gene-LOC112022924	XP_023911317.1
gene-LOC112022932	XP_023911324.1
gene-LOC112022941	XP_023911332.1
gene-LOC112022949	XP_023911339.1
gene-LOC112022961	XP_023911349.1
gene-LOC112022970	XP_023911360.1
gene-LOC112022979	XP_023911369.1
gene-LOC112022989	XP_023911380.1
gene-TRNAG-GCC	
gene-LOC112023000	XP_023911391.1
gene-LOC112023008	XP_023911397.1
gene-LOC112023017	XP_023911401.1
gene-LOC112023025	XP_023911411.1
gene-LOC112023032	XP_023911416.1
gene-LOC112023041	XP_023911428.1
gene-LOC112023049	XP_023911438.1
gene-LOC112023059	XP_023911450.1
gene-LOC112023070	XP_023911461.1
gene-LOC112023081	XP_023911473.1
gene-LOC112023092	XP_023911484.1
gene-LOC112023103	XP_023911495.1
gene-LOC112023114	XP_023911506.1
gene-LOC112023125	XP_023911516.1
gene-LOC112023136	XP_023911527.1
gene-LOC112023147	XP_023911538.1
gene-LOC112023159	XP_023911549.1
gene-LOC112023170	XP_023911560.1
gene-LOC112023181	XP_023911571.1
gene-LOC112023191	XP_023911581.1
gene-LOC112023198	XP_023911590.1
gene-LOC112023208	XP_023911596.1
gene-LOC112023217	XP_023911604.1
gene-LOC112023227	XP_023911616.1
gene-LOC112023235	XP_023911626.1
gene-LOC112023244	XP_023911636.1
gene-LOC112023253	XP_023911645.1
gene-LOC112023261	XP_023911651.1
gene-LOC112023267	XP_023911657.1
gene-LOC112023275	XP_023911664.1
gene-LOC112023284	XP_023911673.1
gene-LOC112023294	XP_023911684.1
gene-LOC112023301	XP_023911693.1
gene-LOC112023311	XP_023911702.1
gene-LOC112023320	XP_023911710.1
gene-LOC112023330	XP_023911720.1
gene-LOC112023342	XP_023911730.1
gene-LOC112023352	XP_023911735.1
gene-LOC112023362	XP_023911742.1
gene-LOC112023371	XP_023911753.1
gene-LOC112023381	XP_023911759.1
gene-LOC112023391	XP_023911767.1
gene-LOC112023400	XP_023911777.1
gene-LOC112023409	XP_023911788.1
gene-LOC112023418	XP_023911798.1
gene-LOC112023428	XP_023911808.1
gene-LOC112023435	XP_023911812.1
gene-LOC112023446	XP_023911821.1
gene-LOC112023455	XP_023911831.1
gene-LOC112022511	XP_023910894.1
gene-LOC112023465	XP_023911839.1
gene-LOC112023476	XP_023911848.1
gene-LOC112023485	XP_023911855.1
gene-LOC112024434	XP_023912840.1
gene-LOC112024443	XP_023912851.1
gene-LOC112023496	XP_023911866.1
gene-LOC112023503	XP_023911879.1
gene-LOC112023511	XP_023911883.1
gene-LOC112023517	XP_023911893.1
gene-LOC112023526	XP_023911905.1
gene-LOC112023536	XP_023911917.1
gene-LOC112023545	XP_023911926.1
gene-LOC112023556	XP_023911937.1
gene-LOC112023566	XP_023911949.1
gene-LOC112023575	XP_023911959.1
gene-LOC112024089	XP_023912499.1
gene-LOC112023585	XP_023911968.1
gene-LOC112022556	XP_023910941.1
gene-LOC112023592	XP_023911978.1
